block,metric,patch_uid,image,texture,fold,y_true,y_pred_oof,residual
block_4,D90,604,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.29112404510731,20.929100846772865,0.36202319833444463
block_4,D90,605,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.79879238272178,21.047138734511876,0.7516536482099028
block_4,D90,606,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.91578389830509,21.38013742637403,0.5356464719310594
block_4,D90,607,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.82727272727273,21.375635145960246,-1.548362418687514
block_4,D90,608,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.49485560991005,21.040893592246395,-0.5460379823363439
block_4,D90,609,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,22.008136507346105,19.905541956067992,2.102594551278113
block_4,D90,610,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.01626873958912,21.418887308565807,-0.40261856897668835
block_4,D90,611,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.470452817895534,21.89652971226295,-0.4260768943674158
block_4,D90,612,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,18.835295728368013,20.83100320003771,-1.9957074716696965
block_4,D90,613,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.52747933884298,21.26244204735675,-0.7349627085137698
block_4,D90,614,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.718702915165416,20.563746243457746,-0.8450433282923306
block_4,D90,615,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.69562240863947,20.87114063921849,0.8244817694209807
block_4,D90,616,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.135956151035327,21.444179265630893,-0.3082231145955667
block_4,D90,617,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,22.390467104258896,22.048613217700655,0.34185388655824056
block_4,D90,618,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.45219500924213,21.167361054080626,-0.7151660448384973
block_4,D90,619,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.597738981110467,20.789372220059885,0.808366761050582
block_4,D90,620,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.610735539157343,20.785122596798082,0.8256129423592604
block_4,D90,621,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.054000524658974,21.21980538894764,-0.16580486428866692
block_4,D90,622,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,22.23868675995694,21.694909388460413,0.5437773714965282
block_4,D90,623,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.751568174314954,20.13997434099648,-0.38840616668152705
block_4,D90,624,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.351096196868014,19.920424980427732,0.43067121644028106
block_4,D90,625,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.742102374090848,20.055397436117566,-0.3132950620267181
block_4,D90,642,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.410216819973723,21.175573348477876,-0.765356528504153
block_4,D90,643,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,22.273726929063827,21.43800945152,0.8357174775438274
block_4,D90,644,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.596280233527946,20.949919067885183,0.6463611656427624
block_4,D90,645,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.553656076651556,21.029069303175547,0.5245867734760097
block_4,D90,646,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,22.614288724973655,21.972791283176257,0.641497441797398
block_4,D90,647,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.791662870159453,20.833594496603894,0.9580683735555588
block_4,D90,648,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,20.47263185515613,21.482760195952032,-1.0101283407959016
block_4,D90,649,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.3825550660793,20.888692079559952,0.49386298651934624
block_4,D90,650,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.75466860183841,21.530939977205456,-1.7762713753670454
block_4,D90,651,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,21.64782244556114,21.524375909656985,0.12344653590415433
block_4,D90,652,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,23.000154010188364,21.923251194083196,1.076902816105168
block_4,D90,653,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Granuleux,2,19.86166947982201,21.36590968374879,-1.5042402039267806
block_4,D90,654,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Sableux,2,20.28815884476535,21.41276988500959,-1.1246110402442433
block_4,D90,655,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,Sableux,2,21.17232472324724,20.94855653519857,0.22376818804866971
block_4,D90,956,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.92071592337845,21.32700198421754,-0.4062860608390899
block_4,D90,957,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.70143270241851,20.777401181031177,-0.07596847861266554
block_4,D90,958,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,22.7080766192733,20.87919150458365,1.8288851146896512
block_4,D90,959,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,18.408347049141803,20.07290092758506,-1.6645538784432574
block_4,D90,962,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.0206440957886,18.905201542774847,1.1154425530137537
block_4,D90,963,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,19.525427524429976,19.144303994332645,0.38112353009733013
block_4,D90,964,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.00234518848725,19.26229275493196,0.7400524335552916
block_4,D90,965,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.402171969967824,22.171101191060114,-0.7689292210922893
block_4,D90,966,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.47309607228471,21.462546464757445,0.010549607527266858
block_4,D90,967,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,22.244079924395837,21.855603543395386,0.38847638100045145
block_4,D90,969,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,18.656453051344123,20.558380137594412,-1.9019270862502893
block_4,D90,970,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.503286561823145,20.422912561867008,1.0803739999561373
block_4,D90,971,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.372959183673487,19.873747823162827,0.4992113605106603
block_4,D90,972,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.645232497387667,19.58763508747687,1.057597409910798
block_4,D90,973,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,19.462452861124778,19.578180051137984,-0.11572719001320664
block_4,D90,974,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,18.524780785360285,20.748740220999448,-2.2239594356391628
block_4,D90,975,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.141966908922225,21.208107870690824,-0.06614096176859974
block_4,D90,976,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.23731754618761,21.102359544441175,-0.8650419982535631
block_4,D90,977,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.45190260252366,21.064529927376434,-0.6126273248527738
block_4,D90,978,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.89525745257453,20.76524920308054,1.13000824949399
block_4,D90,979,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,19.74315871101155,20.53612489696451,-0.7929661859529595
block_4,D90,980,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,22.52301416917132,20.46312411414865,2.05989005502267
block_4,D90,981,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,20.158011468138053,20.33406211331691,-0.17605064517885793
block_4,D90,982,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.742737464580507,19.938375367737226,1.8043620968432812
block_4,D90,987,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,21.843903030303032,20.037877432459034,1.8060255978439983
block_4,D90,995,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,Sableux,2,22.546441815292244,21.5865865143853,0.9598553009069448
block_4,D90,1173,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,Sableux,3,21.411617556783305,20.463737416105413,0.9478801406778921
block_4,D90,1183,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,Sableux,3,20.32270389419544,20.295833151837446,0.026870742357992583
block_4,D90,1289,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,19.008721541155865,18.829636273784185,0.17908526737167918
block_4,D90,1290,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,19.546123101518784,19.245562992578424,0.3005601089403598
block_4,D90,1291,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,15.196562214785525,18.361571992542647,-3.1650097777571222
block_4,D90,1292,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,16.18070507960578,19.137134270998107,-2.9564291913923277
block_4,D90,1293,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,19.234889995848903,19.585072791359377,-0.3501827955104737
block_4,D90,1294,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,21.13514415781488,18.74890766672396,2.386236491090923
block_4,D90,1295,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,18.16574417819777,18.28051969236388,-0.1147755141661122
block_4,D90,1296,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,18.14982288828338,18.362695309615813,-0.21287242133243112
block_4,D90,1298,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,19.183362304444994,19.50623742662281,-0.3228751221778161
block_4,D90,1299,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,17.953642914331464,18.450136620269436,-0.49649370593797215
block_4,D90,1300,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,21.91488756784699,18.47427662694358,3.440610940903408
block_4,D90,1301,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,15.889362912400458,18.251489461008234,-2.362126548607776
block_4,D90,1302,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,18.57190082644628,18.407676289394818,0.16422453705146367
block_4,D90,1303,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,21.739075364154527,18.878678228114158,2.860397136040369
block_4,D90,1304,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,19.51278922190764,19.127259406640512,0.3855298152671267
block_4,D90,1305,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,16.52110296461587,18.407118375637737,-1.8860154110218659
block_4,D90,1306,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,16.82672917307101,18.36890952258983,-1.5421803495188229
block_4,D90,1308,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,Sableux,2,16.834102487264,19.297188759825424,-2.463086272561423
block_4,D90,1338,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.30024767801857,18.39868976952426,-0.09844209150568872
block_4,D90,1339,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,21.135852881552275,19.31828015872357,1.8175727228287037
block_4,D90,1340,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.526777806720517,19.25608430993401,0.27069349678650667
block_4,D90,1341,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,16.037461512145057,18.101685928323317,-2.0642244161782592
block_4,D90,1342,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.90775353016688,18.7866041290496,0.1211494011172789
block_4,D90,1343,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.79287531806616,18.133528009201363,1.6593473088647954
block_4,D90,1344,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,20.27756632865676,18.342113061085854,1.9354532675709066
block_4,D90,1345,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.417910983488873,18.93150399321384,-1.5135930097249677
block_4,D90,1346,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.595462735462743,18.311675628840824,0.28378710662191864
block_4,D90,1347,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.70316683831102,19.278411730958283,-0.5752448926472624
block_4,D90,1348,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.76832953249716,17.886092960515164,0.8822365719819949
block_4,D90,1349,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.81961926091825,18.587243616230733,0.2323756446875187
block_4,D90,1350,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.36571853109744,18.424220682796843,0.941497848300596
block_4,D90,1351,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.469944962909786,17.83020045038445,0.6397445125253363
block_4,D90,1352,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,16.847762430939234,18.04612305948912,-1.1983606285498851
block_4,D90,1353,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,20.469715603382014,18.707759365403067,1.7619562379789464
block_4,D90,1354,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.954221516114394,18.972037387293174,-0.017815871178779474
block_4,D90,1355,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.6217884551218,19.05317497901643,-0.4313865238946306
block_4,D90,1356,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.344306898774985,17.680997580962394,-0.3366906821874096
block_4,D90,1357,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.400337537750936,18.243039184279326,1.1572983534716101
block_4,D90,1358,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.279451114922814,17.729924980362384,-0.45047386543956947
block_4,D90,1359,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.713292285403835,17.914526690974412,-0.20123440557057748
block_4,D90,1360,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,20.364738871363496,17.70382700710427,2.6609118642592264
block_4,D90,1361,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,16.287386018237072,18.32736081594963,-2.0399747977125564
block_4,D90,1362,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.40537401269939,18.11148266411051,1.293891348588879
block_4,D90,1363,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.444033039020223,18.636837361426025,0.8071956775941977
block_4,D90,1364,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.02458993605783,18.348201428529784,0.6763885075280456
block_4,D90,1365,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,18.64181715575621,18.296773947757238,0.34504320799897314
block_4,D90,1366,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.008302679978982,17.922969081299616,-0.914666401320634
block_4,D90,1367,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,19.010995542347693,18.29568831853074,0.7153072238169536
block_4,D90,1368,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,20.221348628987133,18.34200820724391,1.8793404217432226
block_4,D90,1369,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.913178610206295,18.602010547723655,-0.6888319375173602
block_4,D90,1370,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,16.54620860414732,18.53733603344713,-1.9911274292998087
block_4,D90,1371,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.290319204604916,18.5117563566238,-1.2214371520188827
block_4,D90,1372,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,Sableux,4,17.286514322497588,18.264072184815255,-0.9775578623176671
block_4,D90,1401,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,Granuleux,1,21.20698291590645,20.851635639521614,0.3553472763848369
block_4,D90,1402,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,Granuleux,1,21.107247565351106,20.845077862910504,0.2621697024406018
block_4,D90,1416,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,Granuleux,1,18.773307812771893,19.5172993065418,-0.7439914937699079
block_4,D90,1550,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.57052376435873,21.342226891852686,0.2282968725060428
block_4,D90,1551,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.823894139886576,21.53975726617404,0.28413687371253715
block_4,D90,1552,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.789716616573635,21.14678033728242,0.6429362792912166
block_4,D90,1553,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.42444094036697,21.50885099350387,-2.0844100531368994
block_4,D90,1554,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.442155552585863,20.880541965274517,-1.4383864126886543
block_4,D90,1555,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.647380325711463,21.082923291212676,1.564457034498787
block_4,D90,1556,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.114040602488537,20.853976797866785,-1.7399361953782488
block_4,D90,1557,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.07627486437613,21.15608141360362,-1.079806549227488
block_4,D90,1558,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,18.29615506831904,19.85668805633652,-1.5605329880174779
block_4,D90,1560,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.91712307972555,20.98601405596844,-1.0688909762428906
block_4,D90,1561,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.569149131955097,20.603376530191728,0.9657726017633692
block_4,D90,1562,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.17979654601373,20.674025100205885,1.505771445807845
block_4,D90,1563,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.42863293864371,21.025708147267146,0.402924791376563
block_4,D90,1564,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.880086039411594,21.28118217063525,-1.4010961312236567
block_4,D90,1565,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.5039046919282,20.724092248325046,0.7798124436031522
block_4,D90,1566,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.449073670444644,20.87630231384899,-1.4272286434043444
block_4,D90,1567,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,18.257294927989975,19.960215249470032,-1.7029203214800575
block_4,D90,1568,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.604067747539087,19.232850238072825,2.3712175094662626
block_4,D90,1569,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.92029500430664,21.03701396042392,0.8832810438827217
block_4,D90,1570,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.751050304035378,20.47239719257084,0.2786531114645392
block_4,D90,1571,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.64168129510435,20.87635087841444,-0.23466958331009025
block_4,D90,1572,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.579480009069613,20.645032488936998,0.9344475201326148
block_4,D90,1573,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,18.988377631704296,20.47867950066659,-1.4903018689622947
block_4,D90,1574,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.13905659312757,20.347473759151505,-0.2084171660239349
block_4,D90,1575,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.67574796192924,20.997654989899715,0.6780929720295248
block_4,D90,1576,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.17411546773696,20.591518070853557,1.5825973968834042
block_4,D90,1577,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.08558024691359,20.20487914123656,0.88070110567703
block_4,D90,1578,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.417382087970328,20.15492262333654,2.262459464633789
block_4,D90,1579,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.547763694231957,20.165537371977823,0.3822263222541338
block_4,D90,1580,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.28339065793853,20.834354642561735,0.4490360153767945
block_4,D90,1581,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.805533244087453,21.412801416685763,-0.6072681725983102
block_4,D90,1582,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,18.189666413126155,19.94291314393307,-1.7532467308069144
block_4,D90,1583,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.84061960992437,21.06925199291823,0.7713676170061419
block_4,D90,1584,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.665790297339598,20.5471513035288,1.118638993810798
block_4,D90,1585,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.117645906776357,20.668201190857044,-0.5505552840806871
block_4,D90,1586,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.976234106207915,20.569851078066694,0.40638302814122085
block_4,D90,1587,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.17578558225508,19.800765029155013,0.3750205531000681
block_4,D90,1588,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.959991990388463,20.87887110720575,0.08112088318271304
block_4,D90,1590,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.027666167984613,20.73498298633348,0.2926831816511317
block_4,D90,1591,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.410215955034023,20.730304378583984,-0.3200884235499615
block_4,D90,1592,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.471744147708545,20.433398947030717,0.03834520067782776
block_4,D90,1593,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.38119385342789,20.75934403856463,-1.3781501851367395
block_4,D90,1594,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.583662463922227,20.4602287437328,-0.8765662798105716
block_4,D90,1595,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.35500899820036,20.644208637730728,-0.2891996395303664
block_4,D90,1596,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,18.84460352422909,20.361325578386822,-1.5167220541577322
block_4,D90,1597,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.210747809762204,20.642649882704223,0.5680979270579805
block_4,D90,1598,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.754817204301077,20.670691224884376,-0.9158740205832991
block_4,D90,1600,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.470917560935032,21.442487582848543,0.02842997808648917
block_4,D90,1601,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.367885532591423,20.295945026130834,1.0719405064605887
block_4,D90,1602,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.904875950093224,20.581975238244592,0.3229007118486322
block_4,D90,1603,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,20.6384840443628,20.56058493977354,0.0778991045892603
block_4,D90,1604,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.210390946502063,20.747423181149266,1.462967765352797
block_4,D90,1605,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.46840593585448,21.51304949930752,-2.0446435634530395
block_4,D90,1606,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,22.609237855218563,21.408285278881042,1.2009525763375208
block_4,D90,1607,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,21.91994273758397,21.406879601058677,0.5130631365252931
block_4,D90,1608,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Sableux,1,20.819596199524955,20.09101968634528,0.7285765131796751
block_4,D90,1609,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,Granuleux,1,19.424008892182293,19.71688561260933,-0.2928767204270386
block_4,D90,1610,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,Granuleux,3,22.182891880156323,22.010040329222193,0.17285155093412996
block_4,D90,1611,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,Granuleux,3,21.238330514617054,21.188951632551433,0.049378882065621355
block_4,D90,1612,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,Granuleux,3,21.682784934192107,22.018683393560657,-0.33589845936855056
block_4,D90,1615,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,Granuleux,3,20.70606765081948,21.378005425641277,-0.6719377748217958
