space,dim,eta2_texture,erreur_identite,dist_centres,rayon_Granuleux,rayon_Sableux,ratio,variance_expliquee_pca2d
TextureSAM_block_4,384,0.04063106367652506,1.5733298839262778e-16,0.21267740398498125,0.5071293061003287,0.5032249381294924,0.4209957155118445,0.3763802347864157
DINOv2_layer_03,384,0.018323658333977703,1.4587499493978389e-16,13.424953432850932,49.18117585341396,46.33666844024214,0.28109833365957904,0.5065353830298795
