metric,R2_DINOv2,R2_DINOv2_std,RMSE_DINOv2,MedAE_DINOv2,R2_TextureSAM,R2_TextureSAM_std,RMSE_TextureSAM,MedAE_TextureSAM,ecart_R2_DINOv2_moins_SAM
D50,0.6955460930581759,0.0661881472361948,1.1116006275289378,0.7063493245948258,0.7481240630774781,0.0757472166170845,1.0065094690121317,0.6263388613812151,-0.0525779700193022
D90,0.2921836597362103,0.0819195575021198,1.250641069414279,0.8370191571899568,0.3264197052619552,0.1134995043730553,1.2167894756594755,0.8000811516129449,-0.034236045525744885
Span,0.7154242345674663,0.0563915547194938,0.3489971034968914,0.2139497932848278,0.7583376418392631,0.0695413860760811,0.31913807933708227,0.21333062272754444,-0.04291340727179682
Skewness,0.6047043817422837,0.0520215659757627,0.1679765294162963,0.1110035527822964,0.675639759178711,0.062509674550596,0.15166769398773486,0.099888795556355,-0.0709353774364273
sigma_local,0.6707009515854481,0.1429093579155398,3.120397169321838,1.7002632351567577,0.7585970056430531,0.129968148135418,2.6215964477788134,1.5724503442687574,-0.08789605405760503
