block,metric,fold,model,r2,rmse,medae,n_estimators_used
block_6,Span,4,GBM_train,0.9529888960150333,0.15930983189755843,0.0619494086076946,130.0
block_6,Skewness,4,Ridge,0.6908246692843668,0.15059593332022234,0.09425924238942773,
block_6,Skewness,4,SVR_RBF,0.5508620217775737,0.18151006705149958,0.13538351033994345,
block_6,Skewness,4,RF_sqrt,0.49923793365819014,0.19165781770411977,0.15483495225954969,
block_6,Skewness,4,RF_third,0.5260005278100903,0.1864660437108734,0.14522220396352403,
block_6,Skewness,4,GBM,0.5279440797396493,0.18608336533254727,0.1407499808253998,97.0
block_6,Skewness,4,GBM_train,0.9165189217559567,0.08407213462802011,0.04125849093699052,97.0
block_6,sigma_local,4,Ridge,0.8387988316267857,2.680927802309329,1.4091995234039718,
block_6,sigma_local,4,SVR_RBF,0.7415426378667603,3.3946537207301617,2.22151317167188,
block_6,sigma_local,4,RF_sqrt,0.5196392148449505,4.6279088747172485,3.1360160501591245,
block_6,sigma_local,4,RF_third,0.5610024575082324,4.424172688983609,2.5987351660892184,
block_6,sigma_local,4,GBM,0.654800544924703,3.9231605072631326,1.9392447765642196,264.0
block_6,sigma_local,4,GBM_train,0.9660512479645039,1.218667662129588,0.14266372186592768,264.0
block_9,D50,0,Ridge,0.4957835386833652,1.424321016006612,0.7941839785805889,
block_9,D50,0,SVR_RBF,0.517247600977526,1.3936752663924996,0.84487402226656,
block_9,D50,0,RF_sqrt,0.3307582681939212,1.6409331153749398,0.92200172350671,
block_9,D50,0,RF_third,0.3135230698737965,1.6619285392377616,0.9168855768557052,
block_9,D50,0,GBM,0.345648399077784,1.622575660259531,0.9096071887335877,133.0
block_9,D50,0,GBM_train,0.9478814908966399,0.4764046508121895,0.17681965893891372,133.0
block_9,D90,0,Ridge,0.1888438526369589,1.1221778344363793,0.7865500411812274,
block_9,D90,0,SVR_RBF,0.038133087448142255,1.2219880166153845,0.7546765799341024,
block_9,D90,0,RF_sqrt,0.09387811594488571,1.1860493610503213,0.8829810684823176,
