block,metric,fold,model,r2,rmse,medae,n_estimators_used
block_9,D90,0,RF_third,0.12694510446017349,1.1642070642402857,0.847805903366968,
block_9,D90,0,GBM,0.02154110199819692,1.2324824610851792,0.8121091180246562,79.0
block_9,D90,0,GBM_train,0.8109816747623242,0.6863576038580645,0.42753877382782157,79.0
block_9,Span,0,Ridge,0.5723475064802048,0.3506210229586968,0.22904428057485882,
block_9,Span,0,SVR_RBF,0.6287058298442051,0.3267017894881784,0.21315104536326934,
block_9,Span,0,RF_sqrt,0.4464315548414447,0.398912928105702,0.2914362058183644,
block_9,Span,0,RF_third,0.4349568055398998,0.4030261932173117,0.25010701496544874,
block_9,Span,0,GBM,0.5213307107512057,0.3709456055319705,0.2362087569087845,104.0
block_9,Span,0,GBM_train,0.9370578963091363,0.17930073802041904,0.08220481471049568,104.0
block_9,Skewness,0,Ridge,0.3998693994281993,0.17917104301165027,0.10779958952772131,
block_9,Skewness,0,SVR_RBF,0.43419670246201325,0.17397132574169835,0.11212966530108939,
block_9,Skewness,0,RF_sqrt,0.2735683673154202,0.1971252738181174,0.10376262067619574,
block_9,Skewness,0,RF_third,0.27294534988037245,0.19720978704413092,0.10351900480910708,
block_9,Skewness,0,GBM,0.3245882779277355,0.19007685290424414,0.1044740468223895,124.0
block_9,Skewness,0,GBM_train,0.9292531328436332,0.07566609765869146,0.032680424835614175,124.0
block_9,sigma_local,0,Ridge,0.6761438109550209,4.144626466954025,2.317028454288204,
block_9,sigma_local,0,SVR_RBF,0.5749846171316984,4.748009945772248,2.6676070385493755,
block_9,sigma_local,0,RF_sqrt,0.29713324611957515,6.105845293098168,3.1498781897882093,
block_9,sigma_local,0,RF_third,0.3789145219768598,5.739644352761836,3.061183265957421,
block_9,sigma_local,0,GBM,0.4418473214700521,5.44108865387032,3.033588355190882,62.0
block_9,sigma_local,0,GBM_train,0.9384283809128426,1.4750664770284287,0.9012952395326947,62.0
block_9,D50,1,Ridge,0.7099537591591208,1.184949028942688,0.8189103567271805,
block_9,D50,1,SVR_RBF,0.6539407373417307,1.294318885007484,0.9625673184903656,
block_9,D50,1,RF_sqrt,0.5834934214503158,1.4199628475144725,1.1194103047857924,
block_9,D50,1,RF_third,0.6128913296114219,1.3689339622754257,1.0425721397993346,
block_9,D50,1,GBM,0.6632192636371117,1.2768493799253695,0.9502728666360514,125.0
block_9,D50,1,GBM_train,0.9302218898086768,0.5806099148961877,0.19585097963140008,125.0
block_9,D90,1,Ridge,0.1469553647635523,1.4798357194809038,0.8881292733070492,
block_9,D90,1,SVR_RBF,0.014291625951883047,1.5907497032900555,1.0072932741167655,
block_9,D90,1,RF_sqrt,0.11223897908009772,1.50964788911386,0.884530405644993,
block_9,D90,1,RF_third,0.12599574838439498,1.4979054485127243,0.8699056845779634,
block_9,D90,1,GBM,0.10279908910878699,1.5176529861655008,0.8597924568067938,61.0
block_9,D90,1,GBM_train,0.7882262889854439,0.7022001087368167,0.4469283408386602,61.0
block_9,Span,1,Ridge,0.7153223358609491,0.4238915615695376,0.27359042353841323,
block_9,Span,1,SVR_RBF,0.6980660640551251,0.436550046190029,0.2508143959738154,
block_9,Span,1,RF_sqrt,0.5761187399169829,0.5172496228262617,0.3615365467164844,
block_9,Span,1,RF_third,0.611762062957903,0.49502491698742834,0.35969978648501966,
block_9,Span,1,GBM,0.6563564980027391,0.46572777854421366,0.3232290404797783,144.0
block_9,Span,1,GBM_train,0.9458582890954144,0.1630269886340707,0.05473440136476437,144.0
block_9,Skewness,1,Ridge,0.546084577322563,0.20208967958653998,0.1352866251321439,
block_9,Skewness,1,SVR_RBF,0.5248449532867608,0.20676372085400194,0.13601356587363156,
block_9,Skewness,1,RF_sqrt,0.4697944257601109,0.21841316412477332,0.15839714180858766,
block_9,Skewness,1,RF_third,0.5160822271640022,0.20866156107526612,0.13293719068024384,
block_9,Skewness,1,GBM,0.5178762898352549,0.20827440901277297,0.11435232624422553,90.0
block_9,Skewness,1,GBM_train,0.9077776833735428,0.0870754464342984,0.04095112537548651,90.0
block_9,sigma_local,1,Ridge,0.7540069129834687,2.359103905566407,1.547204655380721,
block_9,sigma_local,1,SVR_RBF,0.6449933058805861,2.834026386447775,1.6639968874112148,
block_9,sigma_local,1,RF_sqrt,0.48034666479646315,3.428802558806326,2.175277732201086,
block_9,sigma_local,1,RF_third,0.49698882045199466,3.373451238515357,2.217749170492495,
block_9,sigma_local,1,GBM,0.5387094478651071,3.230523452207172,1.9574662969185468,200.0
block_9,sigma_local,1,GBM_train,0.9719519885246354,1.1857703527892443,0.22699152732756023,200.0
block_9,D50,2,Ridge,0.7461305994807865,0.9531748465946382,0.6017029787812733,
block_9,D50,2,SVR_RBF,0.7557962975922485,0.934853409918605,0.6035432469847102,
block_9,D50,2,RF_sqrt,0.6224067136296927,1.1624640379428641,0.7976991534467492,
block_9,D50,2,RF_third,0.6135987421357652,1.175944053215931,0.770727121949621,
block_9,D50,2,GBM,0.6474660948096316,1.1232277913486877,0.7220109352599327,102.0
block_9,D50,2,GBM_train,0.9505303575688964,0.49631728442318257,0.24600296948410882,102.0
block_9,D90,2,Ridge,0.3852463392888945,1.3263511615794363,0.8424813626706289,
block_9,D90,2,SVR_RBF,0.31616921686932264,1.398885871137135,0.8762774793970856,
block_9,D90,2,RF_sqrt,0.3221481307748797,1.3927570301103862,0.720342034253914,
block_9,D90,2,RF_third,0.33711557378990253,1.377294674453716,0.7891161375024573,
block_9,D90,2,GBM,0.27753308308166647,1.4378611272641362,0.8445403467160268,30.0
block_9,D90,2,GBM_train,0.621954885345257,0.925649254496116,0.6375791492928045,30.0
block_9,Span,2,Ridge,0.7060120056516412,0.37656700163174556,0.26425217041138627,
block_9,Span,2,SVR_RBF,0.6878572357598842,0.388019988688038,0.27431454854178927,
block_9,Span,2,RF_sqrt,0.5995908302542898,0.439470239081345,0.3205672133423976,
block_9,Span,2,RF_third,0.5835769785263589,0.4481721115377316,0.3344820444500072,
block_9,Span,2,GBM,0.6012680254642413,0.4385488680114042,0.3081581411262668,110.0
block_9,Span,2,GBM_train,0.9553663546907514,0.1505654746306486,0.06975477282035092,110.0
block_9,Skewness,2,Ridge,0.6808934650494664,0.15993706339569574,0.11318649181793372,
block_9,Skewness,2,SVR_RBF,0.6557362135661592,0.16612191892740338,0.11810313586970544,
block_9,Skewness,2,RF_sqrt,0.5442570811434235,0.19113544558692197,0.13078417753878768,
block_9,Skewness,2,RF_third,0.5487998539731906,0.1901804559908772,0.13872067346841094,
block_9,Skewness,2,GBM,0.5657273595097462,0.18657888924078767,0.14401082389542502,79.0
block_9,Skewness,2,GBM_train,0.9091888546890053,0.0863483895094061,0.05207602823687857,79.0
block_9,sigma_local,2,Ridge,0.6287183726160579,2.1050380584761093,1.3717670119141072,
block_9,sigma_local,2,SVR_RBF,0.5836381029437167,2.2291726806728596,1.672119504785753,
block_9,sigma_local,2,RF_sqrt,0.23937109998798445,3.012968795619897,2.4201643088383875,
block_9,sigma_local,2,RF_third,0.30052028139053555,2.889320946018287,2.034634967862883,
block_9,sigma_local,2,GBM,0.37230744149400896,2.7370435814328,1.7071032744798504,221.0
block_9,sigma_local,2,GBM_train,0.9678196075621391,1.2482657364627174,0.2094643031236192,221.0
block_9,D50,3,Ridge,0.6882591806632725,1.1724142232676547,0.826812245078246,
block_9,D50,3,SVR_RBF,0.599477443124268,1.3289166178261007,0.8757611502044398,
block_9,D50,3,RF_sqrt,0.5415015456507204,1.4218480287198338,1.0038178417157089,
block_9,D50,3,RF_third,0.5364085109521145,1.429723216041354,1.034592078706872,
block_9,D50,3,GBM,0.5737248470095974,1.3709741043759063,0.9901985038244119,162.0
block_9,D50,3,GBM_train,0.9519035908166797,0.4877369713726355,0.14412655624815152,162.0
block_9,D90,3,Ridge,0.23630871978707857,1.1690383753693214,0.6854318148656411,
block_9,D90,3,SVR_RBF,0.11107430627122994,1.2612540722484684,0.7725262026611279,
block_9,D90,3,RF_sqrt,0.23328863160575097,1.1713476300620538,0.7552557579789791,
block_9,D90,3,RF_third,0.23691409074464775,1.1685749406006807,0.7009990024226571,
block_9,D90,3,GBM,0.16113111775303413,1.2252279462853866,0.8370898441158836,27.0
block_9,D90,3,GBM_train,0.6391099022112017,0.9568232360306771,0.686317784833026,27.0
block_9,Span,3,Ridge,0.7126142910421698,0.358101959621311,0.22504469682065964,
block_9,Span,3,SVR_RBF,0.637141448075262,0.4023859379798404,0.26292562369480565,
block_9,Span,3,RF_sqrt,0.5528489104625047,0.4466848884138632,0.2687956546530952,
block_9,Span,3,RF_third,0.556176294827589,0.44501982746445123,0.2617253846873009,
block_9,Span,3,GBM,0.5651967066077721,0.4404742514025458,0.29257600823615504,222.0
block_9,Span,3,GBM_train,0.9568015377420083,0.15237064895833816,0.029547180410496976,222.0
block_9,Skewness,3,Ridge,0.577265410382867,0.1694448053443058,0.12453879295842632,
block_9,Skewness,3,SVR_RBF,0.516010221875615,0.1813061189961181,0.1221344857586123,
block_9,Skewness,3,RF_sqrt,0.49500422311333825,0.18519883055998748,0.12898969180744382,
block_9,Skewness,3,RF_third,0.5134082867318484,0.18179281773803807,0.12275221969649622,
block_9,Skewness,3,GBM,0.48925789472503767,0.18624953537571595,0.14011061114549098,112.0
block_9,Skewness,3,GBM_train,0.9358864804956615,0.07503018711007577,0.03583843226728323,112.0
block_9,sigma_local,3,Ridge,0.8193351895906456,2.9506650578824365,2.2326756267404915,
block_9,sigma_local,3,SVR_RBF,0.7464742020821915,3.49537847966059,2.6626583179412107,
block_9,sigma_local,3,RF_sqrt,0.5724856708371243,4.538982065835111,3.429107239642345,
block_9,sigma_local,3,RF_third,0.59513543635875,4.41710793853684,2.9402035136088776,
block_9,sigma_local,3,GBM,0.6664245822322041,4.00940703650555,2.6612282782462033,287.0
block_9,sigma_local,3,GBM_train,0.9767837352003382,1.0021188469198319,0.11376305253429919,287.0
block_9,D50,4,Ridge,0.694127918712646,1.0875684797438459,0.6068742401477483,
block_9,D50,4,SVR_RBF,0.6001279322967713,1.2435041165508107,0.6766004355546791,
block_9,D50,4,RF_sqrt,0.5001617124769486,1.3902773681723541,0.791386768077869,
block_9,D50,4,RF_third,0.479830283245231,1.4182710090215596,0.8980296670175436,
block_9,D50,4,GBM,0.5270724079840725,1.3523341632976666,0.7769914466369965,229.0
block_9,D50,4,GBM_train,0.9527785689339212,0.48392798910973733,0.09893692056464864,229.0
block_9,D90,4,Ridge,0.33323719752527237,1.3133024043001118,0.9626681891752042,
block_9,D90,4,SVR_RBF,0.1954074932985398,1.4426701616288056,0.9995575540560715,
block_9,D90,4,RF_sqrt,0.3213385525061606,1.3249687861844004,0.9754147826865847,
block_9,D90,4,RF_third,0.3393528117062119,1.3072656604246444,0.9572456806637533,
block_9,D90,4,GBM,0.30486794410450335,1.3409504052977927,0.9424764306228219,68.0
block_9,D90,4,GBM_train,0.7728719384318385,0.7259022408649412,0.4221298349190441,68.0
block_9,Span,4,Ridge,0.6506968901694792,0.3744548851539136,0.24070836414472452,
block_9,Span,4,SVR_RBF,0.5963815455505446,0.4025165875989229,0.27198885595358036,
block_9,Span,4,RF_sqrt,0.5187707170230444,0.4395156036036922,0.29704282422038597,
block_9,Span,4,RF_third,0.48748698466681084,0.45357668657280437,0.3145895610167986,
block_9,Span,4,GBM,0.45108252830858275,0.469409421286334,0.30173207169814953,173.0
block_9,Span,4,GBM_train,0.9476434305886329,0.16812331530355698,0.04211751751620829,173.0
block_9,Skewness,4,Ridge,0.6437655179641917,0.16165115236052263,0.08877072078974191,
block_9,Skewness,4,SVR_RBF,0.5605481457521013,0.17954217335838746,0.1257747368239528,
block_9,Skewness,4,RF_sqrt,0.5061486401763771,0.19033074797918642,0.13275309980781558,
block_9,Skewness,4,RF_third,0.47991036253178576,0.19532144463224094,0.13543023284816613,
block_9,Skewness,4,GBM,0.47071562493013974,0.19704043793633946,0.13743704513925026,80.0
block_9,Skewness,4,GBM_train,0.9036873908837086,0.0903024687752557,0.04935968923480927,80.0
block_9,sigma_local,4,Ridge,0.7892307474417461,3.065523527564056,1.5149178844038236,
block_9,sigma_local,4,SVR_RBF,0.7260858441944162,3.4946868391989065,2.145336838708733,
block_9,sigma_local,4,RF_sqrt,0.5936442613784629,4.256515552775464,2.8070406514049573,
block_9,sigma_local,4,RF_third,0.6433741391297613,3.9875619427686817,2.6241016122189995,
block_9,sigma_local,4,GBM,0.7289220920551447,3.4765468681042364,1.8887882203415742,269.0
block_9,sigma_local,4,GBM_train,0.9726682285191881,1.0934710023246614,0.12005176330568545,269.0
