patch_uid,disp,texture,image,y_true,y_pred_oof,residual,abs_residual
95,8.054319694567056,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20005.tif,6.13404652498564,6.4279421970728885,-0.2938956720872481,0.2938956720872481
96,7.783031116660611,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20005.tif,4.466123778501628,6.348548398001899,-1.882424619500271,1.882424619500271
97,7.881114973094869,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20005.tif,7.229939179909751,7.759426107395796,-0.5294869274860448,0.5294869274860448
98,7.718113360615371,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20005.tif,5.9883958173935214,7.117614077550805,-1.129218260157284,1.129218260157284
184,8.648503030962644,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,7.166243654822336,7.97504844621564,-0.8088047913933041,0.8088047913933041
185,7.056421005225336,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,7.444074654137301,7.279048557518934,0.1650260966183676,0.1650260966183676
186,8.140682018870736,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,10.082134570765662,8.932915669089127,1.1492189016765355,1.1492189016765355
193,7.095781756887868,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,10.705632491562898,8.393333264470764,2.3122992270921348,2.3122992270921348
194,7.189604245306626,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,6.545438596491228,7.673313230312624,-1.1278746338213963,1.1278746338213963
205,7.528456570402915,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,10.103106588109265,9.072225859481597,1.03088072862767,1.03088072862767
206,8.221044058306145,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,10.591814573504085,9.537178652220016,1.0546359212840688,1.0546359212840688
222,8.087651029205393,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,8.815330452872455,8.648313092123018,0.1670173607494369,0.1670173607494369
227,8.57969222707672,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,5.462126783350492,6.6294413494047095,-1.167314566054218,1.167314566054218
303,7.340318872434358,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,6.108654926938929,5.693439825544484,0.4152151013944447,0.4152151013944447
304,7.325816871648753,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,6.0655905190028605,5.533950319263589,0.5316401997392717,0.5316401997392717
309,6.488602089174407,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,6.278125514742216,6.198455329717422,0.0796701850247938,0.0796701850247938
340,7.002609851032895,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,7.650201244054154,7.223944626163765,0.426256617890389,0.426256617890389
360,8.452338466444361,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.786032388663967,8.805255918398924,-1.0192235297349566,1.0192235297349566
361,7.359220264862663,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.263254551261575,7.877698898108235,-0.6144443468466605,0.6144443468466605
362,8.020914791706128,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.929464423522148,8.85583506501004,-0.9263706414878924,0.9263706414878924
363,8.221895105879687,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,8.628234582829503,8.632762630078869,-0.0045280472493658,0.0045280472493658
364,7.605727626566687,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,3.939441166648113,5.812420782021715,-1.8729796153736025,1.8729796153736025
369,6.353405524449525,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.733690074769096,7.7971034510806545,-1.0634133763115583,1.0634133763115583
370,6.28022859915907,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.971487082545684,5.740865065177541,0.2306220173681428,0.2306220173681428
371,6.370083054070277,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.650867380794388,5.139620134664809,-0.488752753870421,0.488752753870421
372,7.2839791038094095,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,9.49889588163851,7.932498277676724,1.5663976039617866,1.5663976039617866
373,5.965718030957668,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.733443937508642,5.7445725838461135,-0.0111286463374717,0.0111286463374717
374,6.791281892257567,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,8.320739549839228,6.972884821892002,1.347854727947226,1.347854727947226
375,7.133002238806349,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.909370816599733,7.867846255641138,0.041524560958595,0.041524560958595
376,7.438787510140509,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.353014900431694,5.960761828718068,-0.6077469282863746,0.6077469282863746
378,8.048313643408736,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.141321704950252,6.593732093676794,-2.452410388726541,2.452410388726541
379,7.206730662089733,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.959170305676856,5.957275710445962,-0.998105404769106,0.998105404769106
380,7.797949596521219,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.105790500975926,7.007633661589378,-0.9018431606134518,0.9018431606134518
381,6.770798857470397,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.4164214243672735,6.486002423702878,-0.0695809993356046,0.0695809993356046
382,7.0540934480273645,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.301128606534996,6.797210420983838,-0.4960818144488419,0.4960818144488419
383,7.711407708009483,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.365714899098326,7.865271693159621,-0.499556794061295,0.499556794061295
384,8.689881840815247,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,10.536309723620905,9.68670071122995,0.849609012390955,0.849609012390955
385,7.4732810114210535,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.86771944216571,7.069162678713015,-0.2014432365473046,0.2014432365473046
386,6.91567916545661,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.560638895577494,5.842412933061098,0.7182259625163958,0.7182259625163958
387,8.25191035143907,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.844002423263326,7.3831712791876605,-0.5391688559243342,0.5391688559243342
390,8.056149747052173,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.46017937219731,6.917999254940336,-1.457819882743025,1.457819882743025
391,9.480588564570102,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.454414102008381,7.023374372933374,-0.5689602709249932,0.5689602709249932
392,8.609685141256756,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.79622641509434,7.643241607057665,0.1529848080366749,0.1529848080366749
393,7.403519775748419,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.605749316543783,7.216457297992065,-0.6107079814482823,0.6107079814482823
394,8.618540918472696,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.9094152731920335,6.747172619707262,0.1622426534847711,0.1622426534847711
395,8.209453377674738,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.4914691943127965,6.515835334009725,-0.0243661396969283,0.0243661396969283
396,7.906348629524471,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.51237371396793,6.576385261309467,-0.0640115473415363,0.0640115473415363
397,7.146552426275709,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.441018766756033,5.596994748752096,-0.1559759819960628,0.1559759819960628
401,7.699863817747069,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.255979178390545,6.56692462293295,-0.3109454445424049,0.3109454445424049
402,7.842530936867529,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.8386264792151295,6.99342781395144,-0.1548013347363106,0.1548013347363106
403,7.842362861847102,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.971158526691546,6.351299031721613,-1.3801405050300666,1.3801405050300666
404,8.725003540612999,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.428517753146722,5.252483588230032,-0.8239658350833095,0.8239658350833095
405,7.980727217030797,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.654350066244664,5.790144943349207,-0.1357948771045425,0.1357948771045425
406,7.743053222603725,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.941283648759844,5.0643172861845045,0.8769663625753399,0.8769663625753399
407,7.632762117681015,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.010444385311335,5.933529481519996,-0.92308509620866,0.92308509620866
410,8.167133129501993,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.191063921526355,6.399834473318851,-1.2087705517924956,1.2087705517924956
411,7.937868662237641,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.4132580382580375,6.179446094932955,-0.7661880566749177,0.7661880566749177
412,7.347826628980258,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,4.300276715227477,5.211477432652891,-0.9112007174254142,0.9112007174254142
413,7.163897194259028,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,5.575530442804428,5.239054702547739,0.3364757402566889,0.3364757402566889
417,7.7021589152856516,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,6.831268831603616,8.088455444504554,-1.257186612900938,1.257186612900938
418,7.915611589168469,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,7.186433536970719,6.942423107702092,0.2440104292686262,0.2440104292686262
545,8.693825022330698,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0037.tif,8.886859781696053,8.71644573734987,0.1704140443461828,0.1704140443461828
596,8.670216588104317,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,10.890770200031504,8.600485599298226,2.290284600733278,2.290284600733278
597,8.653268984532883,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.64349710982659,8.29558617210002,-0.6520890622734301,0.6520890622734301
598,9.716177983307915,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.305506458191704,8.640474592252417,-0.3349681340607127,0.3349681340607127
599,8.270859034587643,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.33276827830189,9.70122115930502,-1.3684528810031311,1.3684528810031311
600,9.104204254518924,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,6.944345941686367,8.4891076212388,-1.5447616795524324,1.5447616795524324
601,9.022165915895519,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.998160173160172,7.477297662946044,0.520862510214128,0.520862510214128
602,9.407350441297293,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.603530735687157,9.122763762822228,-1.519233027135071,1.519233027135071
603,8.407690830791067,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.147661706650469,8.068179565146679,0.0794821415037905,0.0794821415037905
604,9.16912473438169,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.388389591388858,8.492447293959847,-0.104057702570989,0.104057702570989
605,8.81882016344798,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,9.698905596583325,8.237533900450119,1.461371696133206,1.461371696133206
606,7.822005376189071,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.11107647547797,8.083181032843582,0.0278954426343887,0.0278954426343887
607,8.650541031917399,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.469000729394605,8.092500988522751,0.3764997408718535,0.3764997408718535
608,8.784428687210646,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,5.473883070396394,7.016523835395917,-1.5426407649995229,1.5426407649995229
609,7.429312615132149,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,5.868933669185559,5.082345804924949,0.7865878642606097,0.7865878642606097
610,9.047947307820618,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,6.667227909482758,8.448167705029235,-1.7809397955464767,1.7809397955464767
611,9.362824857603627,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.642872117400419,9.336743241807088,-0.6938711244066695,0.6938711244066695
612,8.679793400537799,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,4.099169213139802,6.556022643054337,-2.456853429914536,2.456853429914536
613,8.887717515397634,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.338530287984111,7.958845306687187,-0.6203150187030761,0.6203150187030761
614,7.632777855346176,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,5.827050053248139,7.271226437407059,-1.4441763841589204,1.4441763841589204
615,8.221112170561012,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.570902282884408,8.087316967798053,0.4835853150863549,0.4835853150863549
616,8.234719737490874,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,9.026301407296078,8.827063515756016,0.1992378915400614,0.1992378915400614
617,8.457179455119318,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,10.22027011560032,11.246955865325582,-1.026685749725262,1.026685749725262
618,8.510402455484748,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.386639315019622,8.30731428518399,-0.9206749701643684,0.9206749701643684
619,8.89020617647176,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,6.687847813742192,8.06785720762192,-1.380009393879727,1.380009393879727
620,8.337885002567903,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.63575717144763,7.969749618985192,0.6660075524624371,0.6660075524624371
621,8.594753463441412,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.797157469077069,9.281757628852958,-0.4846001597758889,0.4846001597758889
622,8.500948013381906,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,9.812118570183088,9.577713257482891,0.2344053127001952,0.2344053127001952
623,7.538873862266579,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.080515521064301,6.896515770085477,1.183999750978824,1.183999750978824
624,7.822796379608255,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,5.387096774193548,6.732545462130738,-1.34544868793719,1.34544868793719
625,8.047248666088711,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,5.669064305914177,6.277271315056756,-0.6082070091425784,0.6082070091425784
642,7.959572703640201,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.8534253850239,7.920735727951129,-0.0673103429272288,0.0673103429272288
643,7.991572686480717,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,12.356875876031774,8.91515542585113,3.441720450180643,3.441720450180643
644,7.789276002736659,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,9.634275882704967,8.04883095510811,1.585444927596857,1.585444927596857
645,7.7162201438023175,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,6.853376172990617,8.334021918861733,-1.480645745871116,1.480645745871116
646,8.503788304488118,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.82299546142209,7.586504910846855,0.2364905505752341,0.2364905505752341
647,7.106597971908561,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.485328335056877,7.391909938322959,0.0934183967339183,0.0934183967339183
648,8.349216525173063,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.869324758842443,8.360763335475463,-0.49143857663302,0.49143857663302
649,7.368387492794255,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.527636773829668,7.370226421017982,0.1574103528116861,0.1574103528116861
650,8.4527925671679,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.504337671004336,8.320484933046892,-0.8161472620425556,0.8161472620425556
651,8.021929387346068,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.855280871374372,9.80290100893676,-0.9476201375623888,0.9476201375623888
652,8.358830030612987,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,9.556059767570556,9.628293281114686,-0.0722335135441305,0.0722335135441305
653,7.367537390161436,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,7.94953795977532,8.668483302641189,-0.7189453428658688,0.7189453428658688
654,7.961006217993651,Sableux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,8.227178661761323,8.945407196319193,-0.7182285345578698,0.7182285345578698
655,7.8151734462536355,Sableux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,6.452574865305101,8.163236690929295,-1.7106618256241948,1.7106618256241948
956,8.587891558121635,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.023897739903669,10.048222891098948,-1.0243251511952778,1.0243251511952778
957,8.484390912340771,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.606239999999999,7.84394479137441,-0.2377047913744112,0.2377047913744112
958,9.00840396935923,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,11.009911361804996,8.90872815485844,2.101183206946555,2.101183206946555
959,8.301121593176799,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.132727272727273,7.936235625515502,0.1964916472117703,0.1964916472117703
962,7.630815709829429,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,5.702086208296128,5.37962049778606,0.3224657105100679,0.3224657105100679
963,7.865141490262319,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,6.191025253288976,6.101525864665251,0.0894993886237252,0.0894993886237252
964,7.354246899514663,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.038101958017286,6.149461989770667,0.8886399682466193,0.8886399682466193
965,8.127510291847418,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,10.92597593911122,10.42900898405944,0.4969669550517803,0.4969669550517803
966,8.578865931539363,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.865567216391803,9.837792358614552,-1.972225142222749,1.972225142222749
967,9.129709585522116,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.285305144761509,9.57223346655208,-0.2869283217905707,0.2869283217905707
969,7.87785685818301,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,6.66660538314458,7.322278559223192,-0.6556731760786123,0.6556731760786123
970,7.54188448671186,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.861153134980669,6.930425123404636,0.9307280115760328,0.9307280115760328
971,6.963054863216374,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,6.808466369070137,6.805565990914708,0.002900378155429,0.002900378155429
972,7.475555590826718,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.411128526645768,6.992941565867317,0.4181869607784509,0.4181869607784509
973,6.818255282233265,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.323317447402067,6.571735639825695,1.7515818075763718,1.7515818075763718
974,7.616536642487558,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.334739263803684,8.61784543129565,-0.283106167491967,0.283106167491967
975,7.869212289015319,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.569960346362388,10.052333200617923,-0.4823728542555372,0.4823728542555372
976,8.298257618997617,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.465802987861812,8.862450012679133,-0.3966470248173213,0.3966470248173213
977,9.539168529387103,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,7.714131815921772,9.25405167722536,-1.5399198613035887,1.5399198613035887
978,8.806897185807939,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,6.420133538777606,8.285991666132288,-1.8658581273546817,1.8658581273546817
979,8.537330110784591,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.000334128878283,8.081810416381776,0.9185237124965068,0.9185237124965068
980,8.487769415711867,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.402799079754601,7.739301549986978,0.6634975297676231,0.6634975297676231
981,7.8483537613118,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.20133779264214,8.093305542941208,1.1080322497009316,1.1080322497009316
982,7.58716015798632,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.459282239300572,7.123285960747517,1.335996278553055,1.335996278553055
987,8.074691056959752,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,9.328593673168331,7.700246483842934,1.6283471893253978,1.6283471893253978
995,9.016534478583367,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,8.867135511191773,10.33056060812127,-1.4634250969294982,1.4634250969294982
1173,7.925354658645006,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,6.957587517820372,8.63248510061466,-1.674897582794289,1.674897582794289
1183,8.028865595812249,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,5.942433493240298,6.434652878074205,-0.4922193848339073,0.4922193848339073
1289,6.228041865160296,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.973136838378474,4.747020021229596,0.2261168171488785,0.2261168171488785
1290,7.841517945416343,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.00582698341551,5.392541839951267,-0.3867148565357574,0.3867148565357574
1291,6.546128570306802,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,3.9206499382969966,3.836774061461864,0.0838758768351328,0.0838758768351328
1292,7.040182333897429,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.771825773391536,5.833150333895626,-1.0613245605040893,1.0613245605040893
1293,7.977476524515213,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.689450474898236,6.114617439857582,-1.425166964959346,1.425166964959346
1294,6.736259625410889,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.320827232796487,4.851948092006137,0.4688791407903503,0.4688791407903503
1295,6.473085740578932,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.355423280423279,4.4714077160553085,-0.1159844356320292,0.1159844356320292
1296,6.539882573389795,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.930380613362541,4.834285596517113,1.096095016845427,1.096095016845427
1298,7.0627246187858645,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.532181623604953,6.068788015983529,-0.5366063923785758,0.5366063923785758
1299,7.009871407676455,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.227733704097489,4.840728574001955,-0.6129948699044654,0.6129948699044654
1300,7.616195095837215,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.67663273960984,5.751895254800747,-0.0752625151909072,0.0752625151909072
1301,7.299957651649803,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.299637226175527,5.318294017697095,-1.0186567915215683,1.0186567915215683
1302,6.8359915802463425,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.7404554588077685,5.14075960609124,-0.4003041472834718,0.4003041472834718
1303,7.400018403107361,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.119768757069246,5.345005336476246,-0.2252365794070003,0.2252365794070003
1304,7.874710947993426,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.996406893183561,6.243815169507343,-1.2474082763237817,1.2474082763237817
1305,6.3997532908329084,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.468231501140205,6.049689113742236,-1.5814576126020308,1.5814576126020308
1306,6.445516961388225,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,4.311873660930265,5.360682212722122,-1.0488085517918575,1.0488085517918575
1308,7.96343323129959,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,5.513530601922102,5.844802827339099,-0.3312722254169973,0.3312722254169973
1338,6.728910496639298,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.760465505693235,4.530755319711773,0.2297101859814621,0.2297101859814621
1339,7.894653240035795,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,6.275049504950495,5.861602508758677,0.4134469961918174,0.4134469961918174
1340,7.709774460842036,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,6.381716154118062,5.73007822378967,0.6516379303283921,0.6516379303283921
1341,6.341661437320113,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.705874335559493,4.775221888508868,-0.0693475529493747,0.0693475529493747
1342,6.996821590526463,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,5.527247299382716,5.789402670978581,-0.2621553715958651,0.2621553715958651
1343,7.120602094983139,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.611331849968214,3.902748676630423,0.7085831733377912,0.7085831733377912
1344,6.673966109570283,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,6.58485865915737,4.424603210287133,2.160255448870237,2.160255448870237
1345,7.885723688213238,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,5.217587105949279,4.604946795084688,0.6126403108645908,0.6126403108645908
1346,7.377949898948562,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,5.005959879833316,4.944902565318948,0.0610573145143682,0.0610573145143682
1347,9.332984518042403,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,9.904232347225223,6.72707347703518,3.177158870190043,3.177158870190043
1348,7.135179681841004,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.478697033077698,4.474875261271618,0.0038217718060806,0.0038217718060806
1349,7.629207046811098,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.9156601981272905,4.500489236646061,0.4151709614812295,0.4151709614812295
1350,6.859225666189418,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,5.708760637137246,5.209718450739915,0.4990421863973306,0.4990421863973306
1351,6.541422789639014,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,4.731732917992821,4.155416097780008,0.5763168202128135,0.5763168202128135
