block,fold,metric,model,dropout,seed,r2,rmse,medae
block_4,3,D50,MLP_p0.5,0.5,1.0,0.7221359579948796,1.1068796849465559,0.712468918386052
block_4,3,D50,MLP_p0.5,0.5,2.0,0.7237764784170303,1.103607316773367,0.7627865402370775
block_4,3,D90,MLP_p0.3,0.3,0.0,0.17694487027850236,1.2136244430923964,0.6666892746621649
block_4,3,D90,MLP_p0.3,0.3,1.0,0.13342100613071972,1.245299834837172,0.7136896299364412
block_4,3,D90,MLP_p0.3,0.3,2.0,0.05337248603137634,1.3015456751028254,0.7517378216300106
block_4,3,D90,MLP_p0.5,0.5,0.0,0.10162029470912537,1.2679432558796744,0.7221155417365956
block_4,3,D90,MLP_p0.5,0.5,1.0,0.15271872864941138,1.2313560687294152,0.6933211273801678
block_4,3,D90,MLP_p0.5,0.5,2.0,0.17283664550929756,1.2166495356241844,0.6875104944692136
block_4,3,Span,MLP_p0.3,0.3,0.0,0.6818983410830426,0.37675331356756014,0.2178199537891612
block_4,3,Span,MLP_p0.3,0.3,1.0,0.7569371804104565,0.32933158128258905,0.1978621810800414
block_4,3,Span,MLP_p0.3,0.3,2.0,0.7888915230444467,0.30692124409189014,0.18142848141218426
block_4,3,Span,MLP_p0.5,0.5,0.0,0.7635825780119507,0.32479837839150294,0.19055736406475887
block_4,3,Span,MLP_p0.5,0.5,1.0,0.7017799566148069,0.3647896671187805,0.1930387697420224
block_4,3,Span,MLP_p0.5,0.5,2.0,0.7336910291386814,0.34472042126079555,0.2194737246550027
block_4,3,Skewness,MLP_p0.3,0.3,0.0,0.6327690080078898,0.15792977977257827,0.09809603519519383
block_4,3,Skewness,MLP_p0.3,0.3,1.0,0.6117146307489709,0.16239396292409888,0.10417854732432769
block_4,3,Skewness,MLP_p0.3,0.3,2.0,0.6344668589334972,0.15756427158112576,0.09860415027707092
block_4,3,Skewness,MLP_p0.5,0.5,0.0,0.6225121412558996,0.1601201029939067,0.0914322169949826
block_4,3,Skewness,MLP_p0.5,0.5,1.0,0.6314926984304541,0.15820398383217543,0.09500455077836176
block_4,3,Skewness,MLP_p0.5,0.5,2.0,0.6097914832708509,0.16279562856860666,0.08953231940249667
block_4,3,sigma_local,MLP_p0.3,0.3,0.0,0.8590430925130578,2.6063114407630965,1.6464909803691938
block_4,3,sigma_local,MLP_p0.3,0.3,1.0,0.8371646971731564,2.801285749752107,1.595816094191715
block_4,3,sigma_local,MLP_p0.3,0.3,2.0,0.8144697805342591,2.990132669990593,1.885755193098019
block_4,3,sigma_local,MLP_p0.5,0.5,0.0,0.8448965088887844,2.7339710750571737,1.6272144061846028
block_4,3,sigma_local,MLP_p0.5,0.5,1.0,0.8055680792778568,3.0610252506304585,1.832971753123788
block_4,3,sigma_local,MLP_p0.5,0.5,2.0,0.8459447717524413,2.7247166763576005,1.5817138500015435
block_4,4,D50,Ridge,,,0.7499353783528997,0.9833606368935678,0.5620810698979053
block_4,4,D90,Ridge,,,0.44237393693377725,1.201020968536484,0.8535926686834117
block_4,4,Span,Ridge,,,0.6899010939672231,0.35281609737539193,0.24134534761373105
block_4,4,Skewness,Ridge,,,0.6982068376763224,0.14878718435543206,0.09694423782000872
block_4,4,sigma_local,Ridge,,,0.8467143775266063,2.6142778113320406,1.5498079106479228
block_4,4,D50,MLP_p0.3,0.3,0.0,0.6844618368636934,1.1046193321719782,0.743483978617121
block_4,4,D50,MLP_p0.3,0.3,1.0,0.6902218527423327,1.0944907162276691,0.6713644152106291
block_4,4,D50,MLP_p0.3,0.3,2.0,0.7051699220951635,1.0677573920670016,0.6778174728328867
block_4,4,D50,MLP_p0.5,0.5,0.0,0.6969769953836158,1.082491495846903,0.6689875695256902
block_4,4,D50,MLP_p0.5,0.5,1.0,0.7118880190464074,1.0555221524961966,0.6009923881155999
block_4,4,D50,MLP_p0.5,0.5,2.0,0.7044663962958773,1.06903057844804,0.6528202254354021
block_4,4,D90,MLP_p0.3,0.3,0.0,0.3663386273211895,1.2802879990380285,0.857894641404922
block_4,4,D90,MLP_p0.3,0.3,1.0,0.3938395241506861,1.2521975948240345,0.8725517897470993
block_4,4,D90,MLP_p0.3,0.3,2.0,0.33795957391199427,1.308643379665453,0.8339203152773109
block_4,4,D90,MLP_p0.5,0.5,0.0,0.4089920856466738,1.2364475718466397,0.8553270931200281
block_4,4,D90,MLP_p0.5,0.5,1.0,0.3672530755634775,1.2793638620690522,0.9079300636902126
block_4,4,D90,MLP_p0.5,0.5,2.0,0.41644857258267975,1.2286229559549873,0.8501751695006767
block_4,4,Span,MLP_p0.3,0.3,0.0,0.5996251673942625,0.40089594158415537,0.2888275378759433
block_4,4,Span,MLP_p0.3,0.3,1.0,0.621889088149725,0.3895900710676633,0.24703931044474725
block_4,4,Span,MLP_p0.3,0.3,2.0,0.5705707396698174,0.41518732924761426,0.270726213880494
block_4,4,Span,MLP_p0.5,0.5,0.0,0.6041695981169795,0.39861427585973835,0.27053518139823174
block_4,4,Span,MLP_p0.5,0.5,1.0,0.617043823626567,0.3920783066619387,0.26054406432324706
block_4,4,Span,MLP_p0.5,0.5,2.0,0.6130366930278329,0.3941242593635868,0.27442708253351755
block_4,4,Skewness,MLP_p0.3,0.3,0.0,0.5920076343475489,0.17299631236519297,0.11561961847835245
block_4,4,Skewness,MLP_p0.3,0.3,1.0,0.5597270253878684,0.17970983328630988,0.1262125670608581
block_4,4,Skewness,MLP_p0.3,0.3,2.0,0.5910722021543593,0.17319451909907096,0.11585626271035565
block_4,4,Skewness,MLP_p0.5,0.5,0.0,0.620160828344267,0.16692089415382916,0.10622267230508475
block_4,4,Skewness,MLP_p0.5,0.5,1.0,0.6160567520818598,0.16782024260359638,0.10230343366652228
block_4,4,Skewness,MLP_p0.5,0.5,2.0,0.6209777601989628,0.16674129657041786,0.11245539726265275
block_4,4,sigma_local,MLP_p0.3,0.3,0.0,0.8293393283989754,2.7584667353694647,1.8550916176004062
block_4,4,sigma_local,MLP_p0.3,0.3,1.0,0.8526924022374816,2.562793415858533,1.4706063728494296
block_4,4,sigma_local,MLP_p0.3,0.3,2.0,0.8395059257096977,2.675041518822292,1.6223116303416507
block_4,4,sigma_local,MLP_p0.5,0.5,0.0,0.7997191085020722,2.9882765300165968,2.0423744870096208
block_4,4,sigma_local,MLP_p0.5,0.5,1.0,0.8202289815618666,2.831136868000008,1.9459844018498877
block_4,4,sigma_local,MLP_p0.5,0.5,2.0,0.831308502654359,2.742506228087467,1.7424981915841649
block_6,0,D50,Ridge,,,0.5853647112452762,1.2916132838486656,0.6973813831632816
block_6,0,D90,Ridge,,,0.22357820076304058,1.0978886981758187,0.7796191945211337
block_6,0,Span,Ridge,,,0.6381964745648605,0.3224993512632964,0.20117495237138416
block_6,0,Skewness,Ridge,,,0.5104095133069175,0.16183088944618088,0.1072644095998517
block_6,0,sigma_local,Ridge,,,0.817701513752518,3.109573501032339,1.826369854803021
block_6,0,D50,MLP_p0.3,0.3,0.0,0.5111025024947735,1.4025174695482256,0.8344185155336961
